id,name,parentid,x,y,z,description,shortname,catchment,fgroup,fcst_pp,esp,hefs,snowupdate,spatial_display,gage,gage_fcst,precip,nwm,snotel,snowcourse
CRNA2UG,CRNA2UG,CRNA2,-142.3,61.8,2438.4,Chisana R upper glacier MAP abv 7000 ft,CRNA2UG,UG,Tanana,Y,,,,,,,,,,
CRNA2UNG,CRNA2UNG MAP area,CRNA2,-142.33,61.86,1831.8,Chisana R upper nonglacier MAP abv 4000 ft,CRNA2UNG,UNG,Tanana,,,,,,,,,,,
CRSA2LWR,CRSA2LWR,CRSA2,-146.81,65.25,477.9,Chatanika R @Steese lower MAP blw 2000 ft,CRSA2LWR,LWR,Tanana,Y,,,,,,,,,,
CRSA2UPN,CRSA2UPN,CRSA2,-146.48,65.31,787,Chatanika @Steese upper North MAP abv 2000 ft,CRSA2UPN,UPN,Tanana,,,,Y,,,,,,,
CRSA2UPR,CRSA2UPR,CRSA2,-146.48,65.31,787,Chatanika R @Steese upper MAP abv 2000 ft,CRSA2UPR,UPR,Tanana,Y,,,Y,,,,,,,
CRSA2UPS,CRSA2UPS,CRSA2,-146.48,65.31,787,Chatanika @Steese upper South MAP abv 2000 ft,CRSA2UPS,UPS,Tanana,,,,Y,,,,,,,
CSRA2LWR,CSRA2LWR,CSRA2,-149.62,61.08,573,Campbell Creek lower MAP blw 2900 ft,CSRA2LWR,LWR,Anch,Y,,,,,,,,,,
CSRA2UPR,CSRA2UPR,CSRA2,-149.58,61.12,1088,Campbell Creek upper MAP abv 2900 ft,CSRA2UPR,UPR,Anch,Y,,,,,,,,,,
KENAIRTD,Kenai above Skilak routed,CTSA2,-150,60.46,341.4,Kenai R above Skilak Lake routed,KENAIRTD,RTD,Kenai,,,,,,,,,,,
CTSA2LOC,Cooper to Skilak local,CTSA2,-150,60.46,341.4,Kenai R from COOA2 to Skilak Lake MAP,CTSA2LOC,LOC,Kenai,Y,,,,,,,,,,
CTSA2RTD,Cooper Lnd to Skilak,SKLA2,-149.425278,60.820833,23.2,KENAI (AK),CTSA2RTD,RTD,Kenai,,,,,,,,,,,
CTSA2LWR,CTSA2LWR,CTSA2,-150,60.46,341.4,Kenai R nr Jims landing lower MAP blw 2000 ft,CTSA2LWR,LWR,Kenai,Y,,,,,,,,,,
CTSA2UPR,CTSA2UPR,CTSA2,-149.97,60.42,908.3,Kenai R nr Jims landing upper MAP abv 2000 ft,CTSA2UPR,UPR,Kenai,Y,,,,,,,,,,
DEZQ9LWR,DEZQ9LWR,DEZQ9,-137.2,60.8,701,Dezadeash Rvr lower MAP blw 3000 ft,DEZQ9LWR,LWR,Southeast,Y,,,,,,,,,,
DEZQ9UPR,DEZQ9UPR,DEZQ9,-136.8,60.7,1530.1,Dezadeash Rvr upper MAP abv 3000 ft,DEZQ9UPR,UPR,Southeast,Y,,,,,,,,,,
ERBA2GL,ERBA2GL,ERBA2,-149,61.13,1524,Eagle River glacier MAP,ERBA2GL,GL,Anch,Y,,,,,,,,,,
ERBA2LWR,ERBA2LWR,ERBA2,-149.16,61.16,533.4,Eagle River lower MAP blw 3000 ft,ERBA2LWR,LWR,Anch,Y,,,,,,,,,,
ERBA2UPR,ERBA2UPR,ERBA2,-149,61.08,1280.16,Eagle River upper MAP abv 3000 ft,ERBA2UPR,UPR,Anch,Y,,,,,,,,,,
POWA2UPR,POWA2UPR,POWA2,-145.53,60.65,2260,Power Creek upper MAP abv 1500 ft,POWA2UPR,UPR,Copper,Y,,,,,,,,,,
POWA2LWR,POWA2LWR,POWA2,-145.55,60.61,900,Power Creek upper MAP blw 1500 ft,POWA2LWR,LWR,Copper,Y,,,,,,,,,,
POWA2GL,POWA2GL,POWA2,-145.53,60.63,900,Power Creek Glacier MAP,POWA2GL,GL,Copper,Y,,,,,,,,,,
EYAA2LOC,EYAA2LOC,EYAA2,-145.65,60.57,770,Eyak River Local MAP,EYAA2LOC,LOC,Copper,Y,,,,,,,,,,
FLLA2LOC,FLLA2LOC,FLLA2,-131.621111,55.350833,0,Fawn Lake Precip,FLLA2LOC,LOC,Southeast,,,,,,,,,,,
FLLA2OUT,FLLA2OUT,FLLA2,-131.621111,55.350833,0,Fawn Lake Precip,FLLA2OUT,LOC,Southeast,,,,,,,,,,,
FLLA26HR,FLLA26HR,FLLA2,-131.621111,55.350833,0,Fawn Lake Pool,FLLA26HR,LOC,Southeast,,,,,,,,,,,
FMRA2LWR,FMRA2LWR,FMRA2,-142.21,64.24,762,Fortymile lower MAP blw 3000 ft,FMRA2LWR,LWR,Fortym,Y,,,,,,,,,,
FMRA2UPR,FMRA2UPR,FMRA2,-142.2,64.25,1066.8,Fortymile upper MAP abv 3000 ft,FMRA2UPR,UPR,Fortym,Y,,,,,,,,,,
FUNLWR,FUNLWR MAP area,FUNNY,-150.66,60.34,231.6,Funny River lower MAP blw 2500 ft,FUNLWR,LWR,Kenai,Y,,,,,,,,,,
FUNUPR,FUNUPR MAP area,FUNNY,-150.41,60.2,917.5,Funny River upper MAP abv 2500 ft,FUNUPR,UPR,Kenai,Y,,,,,,,,,,
GAKA2GL,GAKA2GL,GAKA2,-145.2,63.27,1591.1,Gakona R Glacier MAP,GAKA2GL,GL,Copper,Y,,,,,,,,,,
GAKA2LWR,GAKA2LWR,GAKA2,-145.23,62.76,743.7,Gakona R lower MAP blw 3000 ft,GAKA2LWR,LWR,Copper,Y,,,,,,,,,,
GAKA2UPR,GAKA2UPR,GAKA2,-145.15,63.04,1140,Gakona R upper MAP abv 3000 ft,GAKA2UPR,UPR,Copper,Y,,,,,,,,,,
GULA2LOC,GULA2LOC,GULA2,-145.433333,62.4167,426.7,Gulkana R local MAP,GULA2LOC,LOC,Copper,Y,,,,,,,,,,
GBDA2LOC,GBDA2LOC MAPX area,GBDA2,-144.62,65.35,745.2,Goodpaster R MAPX,GBDA2LOC,LOC,Tanana,Y,,,,,,,,,,
GBDA2LWR,GBDA2LWR,GBDA2,-144.32,64.35,745.2,Goodpaster R lower MAP blw 3000 ft,GBDA2LWR,LWR,Tanana,Y,,,,,,,,,,
GBDA2UPR,GBDA2UPR,GBDA2,-144.5,64.4,1167.4,Goodpaster R upper MAP abv 3000 ft,GBDA2UPR,UPR,Tanana,Y,,,,,,,,,,
GCOA2,GCOA2,,-145.38,60.5,200,Glacier River Tributary near Cordova,GCOA2,,Copper,,,,,,Y,Y,,Y,,
GPOA2LWR,GPOA2LWR,GPOA2,-145.51,62.92,838.2,Gulkana R Paxson Lk lower MAP blw 3000 ft,GPOA2LWR,LWR,Copper,Y,,,,,,,,,,
GPOA2UPR,GPOA2UPR,GPOA2,-145.41,63.15,1112.5,Gulkana R Paxson Lk upper MAP abv 3000 ft,GPOA2UPR,UPR,Copper,Y,,,,,,,,,,
GRSA2LWR,GRSA2LWR,GRSA2,-146.08,62.53,743.7,Gulkana R @Sourdough lower MAP blw 3000 ft,GRSA2LWR,LWR,Copper,Y,,,,,,,,,,
GRSA2UPR,GRSA2UPR,GRSA2,-146.3,62.85,1082,Gulkana R @Sourdough upper MAP abv 3000 ft,GRSA2UPR,UPR,Copper,Y,,,,,,,,,,
HNRA2GL,HNRA2GL,HNRA2,-147.5,63.6,1819.7,Nenana R @Healy glacier MAP,HNRA2GL,GL,Tanana,Y,,,,,,,,,,
HNRA2LWR,HNRA2LWR,HNRA2,-148.85,63.5,789.4,Nenana R @Healy lower MAP blw 3000 ft,HNRA2LWR,LWR,Tanana,Y,,,,,,,,,,
HNRA2UPR,HNRA2UPR,HNRA2,-148.12,63.5,1225.3,Nenana R @Healy upper MAP abv 3000 ft,HNRA2UPR,UPR,Tanana,Y,,,,,,,,,,
HUSA2LOC,HUSA2LOC,HUSA2,-156,66,100,Koyukuk R at Huslia local MAP,HUSA2LOC,LOC,Koyukuk,Y,,,,,,,,,,
ILRA2LWR,ILRA2LWR,ILRA2,-153.75,59.8,335.3,Iliamna lower MAP blw 2000 ft,ILRA2LWR,LWR,S_West,Y,,,,,,,,,,
ILRA2UPR,ILRA2UPR,ILRA2,-153.55,59.95,813.8,Iliamna upper MAP abv 2000 ft,ILRA2UPR,UPR,S_West,Y,,,,,,,,,,
JDCA2LOC,JDCA2LOC,JDCA2,-134.57,58.38,213.4,Jordan Creek local MAP,JDCA2LOC,LOC,Southeast,Y,,,,,,,,,,
JIMA2LWR,JIMA2LWR,JIMA2,-150.8,66.75,457.2,Jim R lower MAP blw 2100 ft,JIMA2LWR,LWR,Koyukuk,Y,,,,,,,,,,
JIMA2UPR,JIMA2UPR,JIMA2,-150,66.85,876.3,Jim R upper MAP abv 2100 ft,JIMA2UPR,UPR,Koyukuk,Y,,,,,,,,,,
JONA2LWR,JONA2LWR,JONA2,-152,67.3,426.7,John R lower MAP blw 2100 ft,JONA2LWR,LWR,Koyukuk,Y,,,,,,,,,,
JONA2UPR,JONA2UPR,JONA2,-152.5,67.8,1011.9,John R upper MAP abv 2100 ft,JONA2UPR,UPR,Koyukuk,Y,,,,,,,,,,
KDLA2LOC,KDLA2LOC,KDLA2,-131.621667,55.36,0,Ketchikan Lake Precip,KDLA2LOC,LOC,Southeast,Y,,,,,,,,,,
KDLA2OUT,KDLA2OUT,KDLA2,-131.621667,55.36,0,Ketchikan Lake Outflow,KDLA2OUT,LOC,Southeast,Y,,,,,,,,,,
KDLA26HR,KDLA26HR,KDLA2,-131.621667,55.36,0,Ketchikan Lake Pool,KDLA26HR,LOC,Southeast,Y,,,,,,,,,,
KIYA2GL,KIYA2GL,KIYA2,-150.12,60.13,1216.2,Killey River glacier MAP,KIYA2GL,GL,Kenai,Y,,,,,,,,,,
KIYA2LWR,KIYA2LWR,KIYA2,-150.45,60.3,347.5,Killey River lower MAP blw 2500 ft,KIYA2LWR,LWR,Kenai,Y,,,,,,,,,,
KIYA2UPR,KIYA2UPR,KIYA2,-150.23,60.21,1079,Killey River upper MAP abv 2500 ft,KIYA2UPR,UPR,Kenai,Y,,,,,,,,,,
KLNQ9LWR,KLNQ9LWR,KLNQ9,-138.583333,64.066667,703.8,Klondike River Lower Basin blw 3000 ft,KLNQ9LWR,LWR,Yuk_Can,Y,,,,,,,,,,
KLNQ9UPR,KLNQ9UPR,KLNQ9,-137.5,64.166667,1282,Klondike River Upper Basin abv 3000 ft,KLNQ9UPR,UPR,Yuk_Can,Y,,,,,,,,,,
KLUA2GL,KLUA2GL,KLUA2,-146.25,61.37,1463,Klutina River glacier MAP,KLUA2GL,GL,Copper,Y,,,,,,,,,,
KLUA2LWR,KLUA2LWR,KLUA2,-145.75,61.75,670.6,Klutina River lower MAP blw 3000 ft,KLUA2LWR,LWR,Copper,Y,,,,,,,,,,
KLUA2UPR,KLUA2UPR,KLUA2,-146.2,61.5,1271,Klutina River upper MAP abv 3000 ft,KLUA2UPR,UPR,Copper,Y,,,,,,,,,,
KNFA2LWR,KNFA2LWR,KNFA2,-150.65,67.3,451.1,N Fk Koyukuk lower MAP blw 2100 ft,KNFA2LWR,LWR,Koyukuk,Y,,,,,,,,,,
KNFA2UPR,KNFA2UPR,KNFA2,-150.8,67.8,1066.8,N Fk Koyukuk upper MAP abv 2100 ft,KNFA2UPR,UPR,Koyukuk,Y,,,,,,,,,,
KNRA2LWR,KNRA2LWR,KNRA2,-152.2,66.3,320,Kanuti R lower MAP blw 2100 ft,KNRA2LWR,LWR,Koyukuk,Y,,,,,,,,,,
KNRA2UPR,KNRA2UPR,KNRA2,-151,66.3,795.5,Kanuti R upper MAP abv 2100 ft,KNRA2UPR,UPR,Koyukuk,Y,,,,,,,,,,
KRHA2LOC,KRHA2LOC,KRHA2,-153.5,66.3,262.1,Koyukuk R at Hughes local MAP,KRHA2LOC,LOC,Koyukuk,Y,,,,,,,,,,
KRKADJ,Simulated SSTG at KRK,KRKA2,-150.630556,60.491111,70.1,Kenai blw Killey simulated stage,KRKADJ,,Kenai,,,,,,,,,,,
KRKA2LOC,KRKA2LOC,KRKA2,-150.56,60.5,85.3,Kenai R @KRKA2 local MAP,KRKA2LOC,LOC,Kenai,Y,,,,,,,,,,
LHFA2,LHFA2,,-145.91,61.07,322,Lowe River above Horsetail Falls,LHFA2,,Copper,,,,,,Y,Y,,Y,,
MCAA2LWR,MCAA2LWR,MCAA2,-134.62,58.42,219.5,Montana Cr Auke Bay lower MAP blw 1800 ft,MCAA2LWR,LWR,Southeast,Y,,,,,,,,,,
MCAA2UPR,MCAA2UPR,MCAA2,-134.65,58.45,829.1,Montana Cr Auke Bay upper MAP abv 1800 ft,MCAA2UPR,UPR,Southeast,Y,,,,,,,,,,
MCDA2LOC,MCDA2LOC,MCDA2,-147.15,64.78,207.3,Chena River @Moose Cr Dam local MAPX,MCDA2LOC,LOC,Tanana,Y,,,,,,,,,,
MFKA2LWR,MFKA2LWR,MFKA2,-149.7,67.55,530.4,Middle Fk Koyukuk lower MAP blw 2100 ft,MFKA2LWR,LWR,Koyukuk,Y,,,,,,,,,,
MFKA2UPR,MFKA2UPR,MFKA2,-149.65,67.8,1079,Middle Fk Koyukuk upper MAP abv 2100 ft,MFKA2UPR,UPR,Koyukuk,Y,,,,,,,,,,
MHSA2GL,MHSA2GL,MHSA2,-150.625,65.001389,23.2,Tanana R at Manley glacier MAP,MHSA2GL,GL,Tanana,Y,,,,,,,,,,
MHSA2UPR,MHSA2UPR,MHSA2,-150.28,63.43,1501,Tanana R at Manley upper MAP abv 3000 ft,MHSA2UPR,UPR,Tanana,Y,,,,,,,,,,
MHSA2LWR,MHSA2LWR,MHSA2,-150.182,64.377,315,Tanana R at Manley lower MAP blw 3000 ft,MHSA2LWR,LWR,Tanana,Y,,,,,,,,,,
MNDA2NG,MNDA2NG,MNDA2,-134.45,58.43,746.76,Mendenhall nonglacier MAP,MNDA2NG,NG,Southeast,Y,,,,,,,,,,
MNDA2LG,MNDA2LG,MNDA2,-134.56,58.51,850.4,Mendenhall Lake lower glacier MAP blw 4000 ft,MNDA2LG,LG,Southeast,Y,,,,,,,,,,
MNDA2UG,MNDA2UG,MNDA2,-134.43,58.55,1447.8,Mendenhall Lake upper glacier MAP abv 4000 ft,MNDA2UG,UG,Southeast,Y,,,,,,,,,,
MPTA2GL,MPTA2GL,MPTA2,-148.95,60.6,1188.7,Trail River glacier MAP,MPTA2GL,GL,Kenai,Y,,,,,,,,,,
MPTA2LWR,MPTA2LWR,MPTA2,-149.4,60.55,278.9,Trail River lower MAP blw 1500 ft,MPTA2LWR,LWR,Kenai,Y,,,,,,,,,,
MPTA2UPR,MPTA2UPR,MPTA2,-149.1,60.5,1018,Trail River upper MAP abv 1500 ft,MPTA2UPR,UPR,Kenai,Y,,,,,,,,,,
MULLWR,MULLWR MAP area,MULA2,-155.43,60.41,457.2,Mulchatna River lower MAP blw 3000 ft,MULLWR,LWR,S_West,Y,,,,,,,,,,
MULUPR,MULUPR MAP area,MULA2,-153.61,60.74,1158.2,Mulchatna River lower MAP abv 3000 ft,MULUPR,UPR,S_West,Y,,,,,,,,,,
NEBA2UG,NEBA2UG,NEBA2,-143,61.8,2407.9,Nabesna R upper glacier MAP abv 7000 ft,NEBA2UG,UG,Tanana,Y,,,,,,,,,,
NEBA2LG,NEBA2LG,NEBA2,-143,61.9,1798.3,Nabesna R lower glacier MAP blw 7000 ft,NEBA2LG,LG,Tanana,Y,,,,,,,,,,
NEBA2LNG,NEBA2LNG MAP area,NEBA2,-142.2,62.7,853.4,Nabesna R lower nonglacier MAP blw 4000 ft,NEBA2LNG,LNG,Tanana,,,,,,,,,,,
NEBA2UNG,NEBA2UNG MAP area,NEBA2,-143,62.4,1783.1,Nabesna R upper nonglacier MAP abv 4000 ft,NEBA2UNG,UNG,Tanana,,,,,,,,,,,
NINA2LWR,NINA2LWR,NINA2,-151.42,60.08,137.2,Ninilchik River lower MAP blw 1000 ft,NINA2LWR,LWR,Kenai,Y,,,,,,,,,,
NINA2UPR,NINA2UPR,NINA2,-151.2,60.08,463.3,Ninilchik River upper MAP abv 1000 ft,NINA2UPR,UPR,Kenai,Y,,,,,,,,,,
NLIH1LOC,NLIH1LOC,NLIH1,-155.154,19.767,469.512,Honolii Str. Nr Papaikou Local Basin,NLIH1LOC,LOC,Hawaii,Y,,,,,,,,,,
NRDA2LWR,NRDA2LWR,NRDA2,-158.5,60,480.1,Nuyakuk River lower MAP blw 2000 ft,NRDA2LWR,LWR,S_West,Y,,,,,,,,,,
NRDA2UPR,NRDA2UPR,NRDA2,-159,60.5,804.7,Nuyakuk River upper MAP abv 2000 ft,NRDA2UPR,UPR,S_West,Y,,,,,,,,,,
NSHA2LWR,NSHA2LWR,NSHA2,-157.08,59.76,155.4,Nushagak River lower MAP blw 1000 ft,NSHA2LWR,LWR,S_West,Y,,,,,,,,,,
NSHA2UPR,NSHA2UPR,NSHA2,-157.24,60.62,396.2,Nushagak River upper MAP abv 1000 ft,NSHA2UPR,UPR,S_West,Y,,,,,,,,,,
MULA2RTD,Mulchatna Rv Routed,NSHA2,-157.24,60.62,396.2,Mulchatna Rv Routed,MULA2RTD,RTD,S_West,,,,,,,,,,,
OCRQ9UPR,OCRQ9UPR,OCRQ9,-139.911,68.268,715,Old Crow River upper MAP abv 1500 ft,OCRQ9UPR,UPR,Porcupine,Y,,,,,,,,,,
OCRQ9LWR,OCRQ9LWR,OCRQ9,-139.735,68.079,331,Old Crow River lower MAP blw 1500 ft,OCRQ9LWR,LWR,Porcupine,Y,,,,,,,,,,
OCRQ9RSN,OCRQ9RSN,OCRQ9,-139.735,68.079,331,Old Crow River rain-snow line,OCRQ9RSN,RSN,Porcupine,,,,,,,,,,,
OCRQ9LOC,OCRQ9LOC,OCRQ9,-140,68,300,Old Crow River local MAP,OCRQ9LOC,LOC,Porcupine,Y,,,,,,,,,,
OCRQ9RTD,Old Crow River routed,PROQ9,-139.6964,67.6344,300,OCRQ9 routed to PROQ9,OCRQ9RTD,RTD,Porcupine,,,,,,,,,,,
OSNA2,OSNA2,,-146.17,60.76,40,West Fork Olsen Bay near Cordova,OSNA2,,Copper,,,,,,Y,Y,,Y,,
PRBQ9UPR,PRBQ9UPR,PRBQ9,-140.335,67.371,613,Porcupine R at Border upper MAP abv 1500 ft,PRBQ9UPR,UPR,Porcupine,Y,,,,,,,,,,
PRBQ9LWR,PRBQ9LWR,PRBQ9,-140.359,67.2,370,Porcupine R at Border lower MAP blw 1500 ft,PRBQ9LWR,LWR,Porcupine,Y,,,,,,,,,,
PRCA2LOC,PRCA2LOC,PRCA2,-141.548,67.247,465,Porcupine R abv Coleen local MAP,PRCA2LOC,LOC,Porcupine,Y,,,,,,,,,,
PRCA2RSN,PRCA2RSN,PRCA2,-141.548,67.247,465,Porcupine R abv Coleen rain-snow line,PRCA2RSN,RSN,Porcupine,,,,,,,,,,,
PRCA2MRG,PRCA2MRG,PRCA2,-141.548,67.247,465,tanana (AK),PRCA2MRG,MRG,Porcupine,,,,,,,,,,,
PROQ9UPR,PROQ9UPR,PROQ9,-138.53,66.594,853,Porcupine R Old Crow upper MAP abv 2000 ft,PROQ9UPR,UPR,Porcupine,Y,,,,,,,,,,
PROQ9LWR,PROQ9LWR,PROQ9,-137.954,66.868,444,Porcupine R Old Crow lower MAP blw 2000 ft,PROQ9LWR,LWR,Porcupine,Y,,,,,,,,,,
PROQ9RSN,PROQ9RSN,PROQ9,-137.954,66.868,444,Porcupine R Old Crow rain-snow line,PROQ9RSN,RSN,Porcupine,,,,,,,,,,,
PROQ9LOC,PROQ9LOC,PROQ9,-138.3,67.1,300,Old Crow River local MAP,PROQ9LOC,LOC,Porcupine,Y,,,,,,,,,,
PROQ9RTD,Porcupine River at Old Crow routed,PRBQ9,-139.6364,67.3684,300,PROQ9 routed to PRBQ9,PROQ9RTD,RTD,Porcupine,,,,,,,,,,,
PHLA2GL,PHLA2GL,PHLA2,-145.28,63.28,1828.8,Phelan Cr Glacier MAP Area,PHLA2GL,GL,Tanana,Y,,,,,,,,,,
PRBQ9LOC,PRBQ9LOC,PRBQ9,-138,67,200,Porcupine River local MAP,PRBQ9LOC,LOC,Tanana,Y,,,,,,,,,,
PRXQ9LWR,PRXQ9LWR,PRXQ9,-134.6,62.933333,839.1,Pelly River Lower MAP blw 3000 ft,PRXQ9LWR,LWR,Yuk_Can,Y,,,,,,,,,,
PRXQ9UPR,PRXQ9UPR,PRXQ9,-131.866667,62.3,1257.9,Pelly River Upper MAP abv 3000 ft,PRXQ9UPR,UPR,Yuk_Can,Y,,,,,,,,,,
RESA2GL,RESA2GL,RESA2,-149.76,60.2,1118.7,Resurrection R glacier MAP,RESA2GL,GL,Kenai,Y,,,,,,,,,,
RESA2LWR,RESA2LWR,RESA2,-149.68,60.28,288,Resurrection R lower MAP blw 1500 ft,RESA2LWR,LWR,Kenai,Y,,,,,,,,,,
RESA2UPR,RESA2UPR,RESA2,-149.71,60.24,893,Resurrection R upper MAP abv 1500 ft,RESA2UPR,UPR,Kenai,Y,,,,,,,,,,
SALA2LOC,SALA2LOC MAPX area,SALA2,-146.5,64.8,426.7,Salcha River MAPX,SALA2LOC,LOC,Tanana,Y,,,,,,,,,,
SALA2LWR,SALA2LWR,SALA2,-146.5,64.8,426.7,Salcha River lower MAP blw 2000 ft,SALA2LWR,LWR,Tanana,Y,,,,,,,,,,
SALA2UPN,SALA2UPN,SALA2,-146.5,64.9,893,Salcha River upper North MAP abv 2000 ft,SALA2UPN,UPN,Tanana,,,,Y,,,,,,,
SALA2UPR,SALA2UPR,SALA2,-146.5,64.9,893,Salcha River upper MAP abv 2000 ft,SALA2UPR,UPR,Tanana,Y,,,Y,,,,,,,
SALA2UPS,SALA2UPS,SALA2,-146.5,64.9,893,Salcha River upper South MAP abv 2000 ft,SALA2UPS,UPS,Tanana,,,,Y,,,,,,,
SFKA2LWR,SFKA2LWR,SFKA2,-151.4,66.7,342.9,S fk Koyukuk R lower MAP blw 2100 ft,SFKA2LWR,LWR,Koyukuk,Y,,,,,,,,,,
SFKA2UPR,SFKA2UPR,SFKA2,-149.8,67.15,887,S fk Koyukuk R upper MAP abv 2100 ft,SFKA2UPR,UPR,Koyukuk,Y,,,,,,,,,,
SHIA2LWR,SHIA2LWR,SHIA2,-149.47,61.17,664,Ship Creek lower MAP blw 3000 ft,SHIA2LWR,LWR,Anch,Y,,,,,,,,,,
SHIA2UPR,SHIA2UPR,SHIA2,-149.42,61.12,1146,Ship Creek upper MAP abv 3000 ft,SHIA2UPR,UPR,Anch,Y,,,,,,,,,,
SHJA2UPR,SHJA2UPR,SHJA2,-143.994,68.302,971,Sheenjek River upper MAP abv 2000 ft,SHJA2UPR,UPR,Porcupine,Y,,,,,,,,,,
SHJA2LWR,SHJA2LWR,SHJA2,-143.932,67.674,443,Sheenjek River lower MAP blw 2000 ft,SHJA2LWR,LWR,Porcupine,Y,,,,,,,,,,
SHJA2RSN,SHJA2RSN,SHJA2,-143.932,67.674,443,Sheenjek River rain-snow line,SHJA2RSN,RSN,Porcupine,,,,,,,,,,,
SIXA2LWR,SIXA2LWR,SIXA2,-149.45,60.78,310.9,Sixmile Creek lower MAP blw 1500 ft,SIXA2LWR,LWR,Kenai,Y,,,,,,,,,,
SIXA2UPR,SIXA2UPR,SIXA2,-149.2,60.73,893,Sixmile Creek upper MAP abv 1500 ft,SIXA2UPR,UPR,Kenai,Y,,,,,,,,,,
SKGA2GL,SKGA2GL,SKGA2,-135.18,59.45,1283.2,Skagway R Glacier MAP,SKGA2GL,GL,Southeast,Y,,,,,,,,,,
SKGA2LWR,SKGA2LWR,SKGA2,-135.25,59.52,670.6,Skagway Rvr Lwr MAP blw 3000 ft,SKGA2LWR,LWR,Southeast,Y,,,,,,,,,,
SKGA2UPR,SKGA2UPR,SKGA2,-135.1,59.58,1353.3,Skagway Rvr Upr MAP abv 3000 ft,SKGA2UPR,UPR,Southeast,Y,,,,,,,,,,
JOKULIN,Skilak GDL Inflow,SKIA2,-150.138,60.393,73.2,Skilak GDL inflow to Skilak Lake,JOKULIN,,Kenai,,,,,,,,,,,
SKIA2LG,SKIA2LG,SKIA2,-150.02,60.18,1015,Skilak River lower glacier MAP blw 4000 ft,SKIA2LG,LG,Kenai,Y,,,,,,,,,,
SKIA2UG,SKIA2UG,SKIA2,-150.06,60.09,1310.6,Skilak River upper glacier MAP abv 4000 ft,SKIA2UG,UG,Kenai,Y,,,,,,,,,,
SKIA2NG,SKIA2NG,SKIA2,-150.08,60.29,777.2,Skilak River nonglacier MAP,SKIA2NG,NG,Kenai,Y,,,,,,,,,,
SKIA2RTD,Skilak R. above Skil,SKLA2,-149.9,60.2,0,KENAI (AK),SKIA2RTD,RTD,Kenai,,,,,,,,,,,
SKLA2LWR,SKLA2LWR,SKLA2,-150.31,60.46,141.7,Kenai R @SKLA2 lower MAP blw 2000 ft,SKLA2LWR,LWR,Kenai,Y,,,,,,,,,,
SKLA2UPR,SKLA2UPR,SKLA2,-150.25,60.34,850.4,Kenai R @SKLA2 upper MAP abv 2000 ft,SKLA2UPR,UPR,Kenai,Y,,,,,,,,,,
SLAA2LWR,SLAA2LWR,SLAA2,-150,67.33,518.2,Slate Creek lower MAP blw 2100 ft,SLAA2LWR,LWR,Koyukuk,Y,,,,,,,,,,
SLAA2UPR,SLAA2UPR,SLAA2,-149.8,67.33,847.3,Slate Creek upper MAP abv 2100 ft,SLAA2UPR,UPR,Koyukuk,Y,,,,,,,,,,
SNOA2GL,SNOA2GL,SNOA2,-149,60.4,1103.4,Snow River glacier MAP,SNOA2GL,GL,Kenai,Y,,,,,,,,,,
SNOA2LWR,SNOA2LWR,SNOA2,-149.35,60.25,323.1,Snow River lower MAP blw 1500 ft,SNOA2LWR,LWR,Kenai,Y,,,,,,,,,,
SNOA2UPR,SNOA2UPR,SNOA2,-149,60.4,963.2,Snow River upper MAP abv 1500 ft,SNOA2UPR,UPR,Kenai,Y,,,,,,,,,,
SRFQ9LWR,SRFQ9LWR,SRFQ9,-134.49,63.5,775.1,Stewart River nr Mayo lower MAP blw 3000 ft,SRFQ9LWR,LWR,Yuk_Can,Y,,,,,,,,,,
SRFQ9UPR,SRFQ9UPR,SRFQ9,-132.7,63.59,1325,Stewart River nr Mayo upper MAP abv 3000 ft,SRFQ9UPR,UPR,Yuk_Can,Y,,,,,,,,,,
SRMQ9LWR,SRMQ9LWR,SRMQ9,-137.1,63.29,733,Stewart River Mouth lower MAP blw 3000 ft,SRMQ9LWR,LWR,Yuk_Can,Y,,,,,,,,,,
SRMQ9UPR,SRMQ9UPR,SRMQ9,-136.69,63.6,1150.9,Stewart River Mouth upper MAP abv 3000 ft,SRMQ9UPR,UPR,Yuk_Can,Y,,,,,,,,,,
SRYA2LWR,SRYA2LWR,SRYA2,-139.366667,59.65,121.9,Situk River lower MAP blw 670 ft,SRYA2LWR,LWR,Southeast,Y,,,,,,,,,,
SRYA2UPR,SRYA2UPR,SRYA2,-139.383333,59.666667,731.5,Situk River upper MAP abv 670 ft,SRYA2UPR,UPR,Southeast,Y,,,,,,,,,,
SXRA2LOC,SXRA2LOC,SXRA2,-150.94,60.48,86.9,Kenai R at Soldotna local MAP,SXRA2LOC,LOC,Kenai,Y,,,,,,,,,,
TAFA2GL,TAFA2GL,TAFA2,-146.42,63.66,1981.2,Tanana R @Fairbanks glacier MAP,TAFA2GL,GL,Tanana,Y,,,,,,,,,,
TAFA2LWR,TAFA2LWR,TAFA2,-147,64.17,472.4,Tanana R @Fairbanks lower MAP blw 3000 ft,TAFA2LWR,LWR,Tanana,Y,,,,,,,,,,
TAFA2UPR,TAFA2UPR,TAFA2,-146.5,63.83,1231.4,Tanana R @Fairbanks upper MAP abv 3000 ft,TAFA2UPR,UPR,Tanana,Y,,,,,,,,,,
TATQ9LWR,TATQ9LWR,TATQ9,-137,60.1,588.3,Tatshenshini R MAP blw 3000 ft,TATQ9LWR,LWR,Southeast,Y,,,,,,,,,,
